last_order_date|distinct_weeks|days_since_last_order|user_recency_score|user_frequency_score
2020-11-23|2|38|2|1
2020-12-29|17|2|5|5
2020-12-15|4|16|4|2
2020-07-14|1|170|1|1
2020-12-22|4|9|4|2
2020-11-29|9|32|2|5
2020-12-15|12|16|4|5
2020-10-28|6|64|1|3
2020-12-11|14|20|3|5
2020-10-11|6|81|1|3
2020-09-15|3|107|1|1
2020-07-30|2|154|1|1
2020-12-30|2|1|5|1
2020-11-09|7|52|1|4
2020-12-30|4|1|5|2
2020-10-13|3|79|1|1
2020-12-14|3|17|3|1
2020-11-23|2|38|2|1
2020-12-29|9|2|5|5
2020-08-30|3|123|1|1
2020-12-15|6|16|4|3
2020-12-15|7|16|4|4
2020-12-15|5|16|4|2
2020-12-27|6|4|5|3
2020-11-22|6|39|2|3
2020-10-27|2|65|1|1
2020-12-31|14|0|5|5
2020-12-02|3|29|2|1
2020-12-28|9|3|5|5
2020-12-18|12|13|4|5
2020-12-16|4|15|4|2
2020-10-18|3|74|1|1
2020-11-10|3|51|1|1
2020-12-11|7|20|3|4
2020-10-21|4|71|1|2
2020-12-14|8|17|3|4
2020-12-20|6|11|4|3
2020-06-26|1|188|1|1
2020-12-31|5|0|5|2
2020-12-14|8|17|3|4
2020-11-28|6|33|2|3
2020-12-25|10|6|5|5
2020-12-16|13|15|4|5
2020-12-21|9|10|4|5
2020-12-02|3|29|2|1
2020-12-28|4|3|5|2
2020-12-17|3|14|4|1
2020-12-20|3|11|4|1
2020-12-27|8|4|5|4
2020-08-12|3|141|1|1
2020-10-19|4|73|1|2
2020-11-17|6|44|2|3
2020-12-09|7|22|3|4
2020-10-14|12|78|1|5
2020-11-14|3|47|1|1
2020-11-29|3|32|2|1
2020-12-05|8|26|3|4
2020-12-17|5|14|4|2
2020-12-02|4|29|2|2
2020-10-02|8|90|1|4
2020-07-30|2|154|1|1
2020-09-01|4|121|1|2
2020-12-21|7|10|4|4
2020-10-20|4|72|1|2
2020-12-08|8|23|3|4
2020-11-30|10|31|2|5
2020-12-26|9|5|5|5
2020-10-19|4|73|1|2
2020-12-27|14|4|5|5
2020-11-14|5|47|1|2
2020-10-14|2|78|1|1
2020-11-29|5|32|2|2
2020-07-08|1|176|1|1
2020-12-06|3|25|3|1
2020-12-24|10|7|5|5
2020-11-15|4|46|2|2
2020-11-19|4|42|2|2
2020-12-30|14|1|5|5
2020-12-17|3|14|4|1
2020-11-19|5|42|2|2
2020-12-20|3|11|4|1
2020-11-12|5|49|1|2
2020-12-27|6|4|5|3
2020-12-10|7|21|3|4
2020-12-27|14|4|5|5
2020-11-29|3|32|2|1
2020-12-06|3|25|3|1
2020-12-31|10|0|5|5
2020-08-31|1|122|1|1
2020-12-31|9|0|5|5
2020-12-13|8|18|3|4
2020-12-12|6|19|3|3
2020-07-12|1|172|1|1
2020-12-18|5|13|4|2
2020-12-23|13|8|5|5
2020-12-17|7|14|4|4
2020-06-30|3|184|1|1
2020-12-27|6|4|5|3
2020-11-30|5|31|2|2
2020-12-12|3|19|3|1
2020-10-30|4|62|1|2
2020-12-20|12|11|4|5
2020-12-19|3|12|4|1
2020-09-28|4|94|1|2
2020-12-03|4|28|2|2
2020-12-21|4|10|4|2
2020-12-27|5|4|5|2
2020-11-22|6|39|2|3
2020-09-24|4|98|1|2
2020-12-15|14|16|4|5
2020-11-28|9|33|2|5
2020-12-15|9|16|4|5
2020-12-31|4|0|5|2
2020-11-25|5|36|2|2
2020-12-07|7|24|3|4
2020-12-10|5|21|3|2
2020-11-09|2|52|1|1
2020-11-23|4|38|2|2
2020-12-17|10|14|4|5
2020-12-22|8|9|4|4
2020-12-29|4|2|5|2
2020-10-31|4|61|1|2
2020-12-16|8|15|4|4
2020-12-14|7|17|3|4
2020-11-11|2|50|1|1
2020-11-08|4|53|1|2
2020-11-15|3|46|2|1
2020-12-09|9|22|3|5
2020-12-02|7|29|2|4
2020-12-23|5|8|5|2
2020-12-14|4|17|3|2
2020-12-02|4|29|2|2
2020-10-28|4|64|1|2
2020-12-18|9|13|4|5
2020-12-28|10|3|5|5
2020-12-30|12|1|5|5
2020-11-29|5|32|2|2
2020-12-04|5|27|2|2
2020-11-28|8|33|2|4
2020-12-11|2|20|3|1
2020-12-16|5|15|4|2
2020-12-29|5|2|5|2
2020-12-16|6|15|4|3
2020-12-21|13|10|4|5
2020-12-04|5|27|2|2
2020-06-02|1|212|1|1
2020-10-18|4|74|1|2
2020-12-16|5|15|4|2
2020-12-30|9|1|5|5
2020-11-27|7|34|2|4
2020-12-21|12|10|4|5
2020-12-08|5|23|3|2
2020-11-25|3|36|2|1
2020-12-29|12|2|5|5
2020-12-16|1|15|4|1
2020-12-28|12|3|5|5
2020-12-02|2|29|2|1
2020-12-27|4|4|5|2
2020-12-11|4|20|3|2
2020-11-25|7|36|2|4
2020-11-21|9|40|2|5
2020-09-28|2|94|1|1
2020-11-12|3|49|1|1
2020-11-25|4|36|2|2
2020-12-23|10|8|5|5
2020-12-18|6|13|4|3
2020-12-15|6|16|4|3
2020-12-12|6|19|3|3
2020-08-28|2|125|1|1
2020-12-29|12|2|5|5
2020-12-30|7|1|5|4
2020-11-17|4|44|2|2
2020-11-22|4|39|2|2
2020-11-23|7|38|2|4
2020-12-23|6|8|5|3
2020-12-30|7|1|5|4
2020-12-22|6|9|4|3
2020-12-28|5|3|5|2
2020-10-25|6|67|1|3
2020-12-21|5|10|4|2
2020-07-25|2|159|1|1
2020-12-27|3|4|5|1
2020-12-05|4|26|3|2
2020-12-09|6|22|3|3
2020-09-09|4|113|1|2
2020-11-10|5|51|1|2
2020-11-13|3|48|1|1
2020-12-17|7|14|4|4
2020-12-31|6|0|5|3
2020-12-19|15|12|4|5
2020-12-05|6|26|3|3
2020-10-20|2|72|1|1
2020-06-05|1|209|1|1
2020-12-13|5|18|3|2
2020-12-28|5|3|5|2
2020-12-28|9|3|5|5
2020-12-20|11|11|4|5
2020-12-18|6|13|4|3
2020-12-06|2|25|3|1
2020-12-09|4|22|3|2
2020-11-07|10|54|1|5
2020-11-23|2|38|2|1
2020-12-28|6|3|5|3
2020-09-08|2|114|1|1
2020-11-28|7|33|2|4
2020-11-15|5|46|2|2
2020-09-17|3|105|1|1
2020-12-17|10|14|4|5
2020-12-19|4|12|4|2
2020-12-02|6|29|2|3
2020-09-25|4|97|1|2
2020-10-21|3|71|1|1
2020-12-04|5|27|2|2
2020-12-06|2|25|3|1
2020-10-12|9|80|1|5
2020-12-31|7|0|5|4
2020-09-02|4|120|1|2
2020-09-10|4|112|1|2
2020-12-30|5|1|5|2
2020-11-29|10|32|2|5
2020-12-22|4|9|4|2
2020-12-14|4|17|3|2
2020-12-19|4|12|4|2
2020-12-15|12|16|4|5
2020-12-17|13|14|4|5
2020-12-31|13|0|5|5
2020-12-13|10|18|3|5
2020-12-24|4|7|5|2
2020-12-14|14|17|3|5
2020-12-08|6|23|3|3
2020-12-04|8|27|2|4
2020-09-29|5|93|1|2
2020-12-16|2|15|4|1
2020-12-31|5|0|5|2
2020-12-08|6|23|3|3
2020-11-20|3|41|2|1
2020-12-14|7|17|3|4
2020-12-19|11|12|4|5
2020-10-20|8|72|1|4
2020-12-19|10|12|4|5
2020-10-20|3|72|1|1
2020-12-14|3|17|3|1
2020-12-20|10|11|4|5
2020-12-15|2|16|4|1
2020-12-17|9|14|4|5
2020-12-05|5|26|3|2
2020-12-21|7|10|4|4
2020-12-12|6|19|3|3
2020-11-08|5|53|1|2
2020-11-30|7|31|2|4
2020-09-23|5|99|1|2
2020-08-24|3|129|1|1
2020-10-27|6|65|1|3
2020-12-17|14|14|4|5
2020-12-28|6|3|5|3
2020-12-27|8|4|5|4
2020-12-22|6|9|4|3
2020-11-27|3|34|2|1
2020-11-25|8|36|2|4
2020-11-20|3|41|2|1
2020-10-14|5|78|1|2
2020-12-20|9|11|4|5
2020-11-23|5|38|2|2
2020-12-14|7|17|3|4
2020-11-27|6|34|2|3
2020-12-29|4|2|5|2
2020-12-18|10|13|4|5
2020-12-23|7|8|5|4
2020-12-08|3|23|3|1
2020-09-11|5|111|1|2
2020-12-08|3|23|3|1
2020-12-12|10|19|3|5
2020-12-19|7|12|4|4
2020-12-27|12|4|5|5
2020-12-05|4|26|3|2
2020-11-21|5|40|2|2
2020-11-29|2|32|2|1
2020-11-25|5|36|2|2
2020-12-30|9|1|5|5
2020-10-02|4|90|1|2
2020-11-09|3|52|1|1
2020-11-21|5|40|2|2
2020-12-12|4|19|3|2
2020-12-13|8|18|3|4
2020-12-15|7|16|4|4
2020-10-09|3|83|1|1
2020-10-05|3|87|1|1
2020-12-29|5|2|5|2
2020-11-01|4|60|1|2
2020-12-09|10|22|3|5
2020-12-03|9|28|2|5
2020-12-28|7|3|5|4
2020-12-16|6|15|4|3
2020-12-28|14|3|5|5
2020-09-09|3|113|1|1
2020-12-07|7|24|3|4
2020-12-23|7|8|5|4
2020-11-23|9|38|2|5
2020-11-29|10|32|2|5
2020-12-26|7|5|5|4
2020-12-29|5|2|5|2
2020-12-06|6|25|3|3
2020-12-29|9|2|5|5
2020-06-25|1|189|1|1
2020-12-27|9|4|5|5
2020-11-02|2|59|1|1
2020-12-13|5|18|3|2
2020-12-19|11|12|4|5
2020-12-29|13|2|5|5
2020-12-15|6|16|4|3
2020-12-09|6|22|3|3
2020-12-19|4|12|4|2
2020-11-12|4|49|1|2
2020-11-21|7|40|2|4
2020-11-03|5|58|1|2
2020-12-09|9|22|3|5
2020-12-01|3|30|2|1
2020-12-13|7|18|3|4
2020-12-28|8|3|5|4
2020-12-26|7|5|5|4
2020-10-06|5|86|1|2
2020-12-13|5|18|3|2
2020-10-31|5|61|1|2
2020-08-23|4|130|1|2
2020-09-19|4|103|1|2
2020-12-06|5|25|3|2
2020-12-08|5|23|3|2
2020-12-14|7|17|3|4
2020-11-02|5|59|1|2
2020-12-20|5|11|4|2
2020-12-21|3|10|4|1
2020-07-12|2|172|1|1
2020-12-14|9|17|3|5
2020-12-28|4|3|5|2
2020-12-19|6|12|4|3
2020-12-19|3|12|4|1
2020-12-15|7|16|4|4
2020-12-10|4|21|3|2
2020-12-29|13|2|5|5
2020-12-27|10|4|5|5
2020-12-22|8|9|4|4
2020-11-09|11|52|1|5
2020-12-12|6|19|3|3
2020-12-11|5|20|3|2
2020-12-18|6|13|4|3
2020-11-29|5|32|2|2
2020-11-22|5|39|2|2
2020-12-25|8|6|5|4
2020-10-09|4|83|1|2
2020-11-23|6|38|2|3
2020-09-29|2|93|1|1
2020-12-04|5|27|2|2
2020-11-29|4|32|2|2
2020-12-26|10|5|5|5
2020-12-27|7|4|5|4
2020-11-15|3|46|2|1
2020-11-17|5|44|2|2
2020-11-07|5|54|1|2
2020-12-04|3|27|2|1
2020-12-19|2|12|4|1
2020-12-13|6|18|3|3
2020-12-17|10|14|4|5
2020-11-15|5|46|2|2
2020-12-28|12|3|5|5
2020-12-18|6|13|4|3
2020-12-16|4|15|4|2
2020-11-29|5|32|2|2
2020-12-27|7|4|5|4
2020-06-04|1|210|1|1
2020-11-14|5|47|1|2
2020-12-20|9|11|4|5
2020-11-01|3|60|1|1
2020-11-20|5|41|2|2
2020-12-30|8|1|5|4
2020-12-26|9|5|5|5
2020-09-14|5|108|1|2
2020-12-10|4|21|3|2
2020-12-28|15|3|5|5
2020-11-21|4|40|2|2
2020-11-12|7|49|1|4
2020-12-13|10|18|3|5
2020-11-29|6|32|2|3
2020-10-23|5|69|1|2
2020-12-18|6|13|4|3
2020-11-26|4|35|2|2
2020-12-27|3|4|5|1
2020-12-19|5|12|4|2
2020-12-18|8|13|4|4
2020-12-28|9|3|5|5
2020-12-19|5|12|4|2
2020-11-09|6|52|1|3
2020-12-06|7|25|3|4
2020-10-25|3|67|1|1
2020-12-27|11|4|5|5
2020-12-28|7|3|5|4
2020-12-09|3|22|3|1
2020-10-15|5|77|1|2
2020-12-14|4|17|3|2
2020-12-13|3|18|3|1
2020-10-08|7|84|1|4
2020-12-06|7|25|3|4
2020-10-08|6|84|1|3
2020-08-25|2|128|1|1
2020-12-22|6|9|4|3
2020-09-27|3|95|1|1
2020-12-30|5|1|5|2
2020-12-22|4|9|4|2
2020-12-28|14|3|5|5
2020-12-31|11|0|5|5
2020-12-19|5|12|4|2
2020-12-09|7|22|3|4
2020-12-08|5|23|3|2
2020-11-15|3|46|2|1
2020-12-08|4|23|3|2
2020-12-16|5|15|4|2
2020-12-29|8|2|5|4
2020-10-23|7|69|1|4
2020-12-30|7|1|5|4
2020-12-10|7|21|3|4
2020-12-22|3|9|4|1
2020-12-26|7|5|5|4
2020-12-22|8|9|4|4
2020-12-28|8|3|5|4
2020-12-12|3|19|3|1
2020-11-27|6|34|2|3
2020-11-30|7|31|2|4
2020-12-12|5|19|3|2
2020-12-13|9|18|3|5
2020-12-08|8|23|3|4
2020-12-31|4|0|5|2
2020-11-21|6|40|2|3
2020-12-27|3|4|5|1
2020-12-27|7|4|5|4
2020-12-28|4|3|5|2
2020-12-15|11|16|4|5
2020-11-14|6|47|1|3
2020-11-28|5|33|2|2
2020-12-27|2|4|5|1
2020-09-15|4|107|1|2
2020-10-21|6|71|1|3
2020-09-28|2|94|1|1
2020-12-19|10|12|4|5
2020-12-27|12|4|5|5
2020-10-25|2|67|1|1
2020-12-31|5|0|5|2
2020-12-16|7|15|4|4
2020-12-17|7|14|4|4
2020-12-16|20|15|4|5
2020-12-23|3|8|5|1
2020-11-30|5|31|2|2
2020-11-29|11|32|2|5
2020-11-22|5|39|2|2
2020-12-12|6|19|3|3
2020-12-21|14|10|4|5
2020-12-02|4|29|2|2
2020-08-15|2|138|1|1
2020-08-20|2|133|1|1
2020-11-28|8|33|2|4
2020-12-18|9|13|4|5
2020-12-25|8|6|5|4
2020-12-12|6|19|3|3
2020-10-12|5|80|1|2
2020-12-31|4|0|5|2
2020-12-01|8|30|2|4
2020-10-23|3|69|1|1
2020-09-25|5|97|1|2
2020-12-26|5|5|5|2
2020-11-18|5|43|2|2
2020-12-28|12|3|5|5
2020-11-23|5|38|2|2
2020-11-15|4|46|2|2
2020-12-28|8|3|5|4
2020-12-08|1|23|3|1
2020-10-20|4|72|1|2
2020-12-22|4|9|4|2
2020-10-17|3|75|1|1
2020-11-25|2|36|2|1
2020-12-12|7|19|3|4
2020-12-29|7|2|5|4
2020-12-13|5|18|3|2
2020-12-27|8|4|5|4
2020-10-18|3|74|1|1
2020-11-15|3|46|2|1
2020-12-28|6|3|5|3
2020-11-29|4|32|2|2
2020-12-21|8|10|4|4
2020-08-21|1|132|1|1
2020-12-28|17|3|5|5
2020-12-31|7|0|5|4
2020-12-14|12|17|3|5
2020-09-28|3|94|1|1
2020-12-17|3|14|4|1
2020-11-29|6|32|2|3
2020-11-28|10|33|2|5
2020-12-16|4|15|4|2
2020-12-08|6|23|3|3
2020-11-03|5|58|1|2
2020-12-16|6|15|4|3
2020-12-28|10|3|5|5
2020-12-16|6|15|4|3
2020-12-05|7|26|3|4
2020-10-20|4|72|1|2
2020-12-20|3|11|4|1
2020-12-27|5|4|5|2
2020-12-27|12|4|5|5
2020-10-26|4|66|1|2
2020-11-30|5|31|2|2
2020-12-31|3|0|5|1
2020-11-10|6|51|1|3
2020-11-21|4|40|2|2
2020-12-21|10|10|4|5
2020-11-30|8|31|2|4
2020-12-04|7|27|2|4
2020-12-08|6|23|3|3
2020-12-04|4|27|2|2
2020-11-14|8|47|1|4
2020-12-16|21|15|4|5
2020-12-17|3|14|4|1
2020-12-13|7|18|3|4
2020-12-01|5|30|2|2
2020-12-30|10|1|5|5
2020-12-14|16|17|3|5
2020-12-18|5|13|4|2
2020-10-18|6|74|1|3
2020-10-30|2|62|1|1
2020-11-03|5|58|1|2
2020-12-04|5|27|2|2
2020-12-31|5|0|5|2
2020-12-20|5|11|4|2
2020-12-19|10|12|4|5
2020-12-18|3|13|4|1
2020-12-09|6|22|3|3
2020-11-30|4|31|2|2
2020-12-12|4|19|3|2
2020-12-26|13|5|5|5
2020-12-05|3|26|3|1
2020-12-29|5|2|5|2
2020-12-04|10|27|2|5
2020-11-24|6|37|2|3
2020-12-16|6|15|4|3
2020-10-08|3|84|1|1
2020-11-15|3|46|2|1
2020-12-07|4|24|3|2
2020-11-14|6|47|1|3
2020-12-08|6|23|3|3
2020-12-09|8|22|3|4
2020-10-13|6|79|1|3
2020-12-21|3|10|4|1
2020-12-20|11|11|4|5
2020-12-22|15|9|4|5
2020-12-15|6|16|4|3
2020-12-01|7|30|2|4
2020-12-29|7|2|5|4
2020-12-28|7|3|5|4
2020-12-28|7|3|5|4
2020-12-13|5|18|3|2
2020-12-19|4|12|4|2
2020-12-28|13|3|5|5
2020-12-12|7|19|3|4
2020-12-09|8|22|3|4
2020-09-17|3|105|1|1
2020-12-27|8|4|5|4
2020-12-29|8|2|5|4
2020-12-30|13|1|5|5
2020-12-09|8|22|3|4
2020-09-28|2|94|1|1
2020-12-15|4|16|4|2
2020-10-01|3|91|1|1
2020-11-03|8|58|1|4
2020-12-12|7|19|3|4
2020-12-09|6|22|3|3
2020-10-14|3|78|1|1
2020-12-10|11|21|3|5
2020-09-27|3|95|1|1
2020-12-26|9|5|5|5
2020-08-26|4|127|1|2
2020-12-01|4|30|2|2
2020-11-13|4|48|1|2
2020-10-20|5|72|1|2
2020-11-03|4|58|1|2
2020-12-29|6|2|5|3
2020-11-30|5|31|2|2
2020-12-14|5|17|3|2
2020-09-29|1|93|1|1
2020-12-05|8|26|3|4
2020-11-24|5|37|2|2
2020-12-24|9|7|5|5
2020-12-21|14|10|4|5
2020-12-02|4|29|2|2
2020-09-20|2|102|1|1
2020-12-06|4|25|3|2
2020-12-28|5|3|5|2
2020-12-16|8|15|4|4
2020-12-23|4|8|5|2
2020-12-27|13|4|5|5
2020-12-15|8|16|4|4
2020-12-28|8|3|5|4
2020-12-21|6|10|4|3
2020-11-06|4|55|1|2
2020-12-29|8|2|5|4
2020-11-29|6|32|2|3
2020-11-11|5|50|1|2
2020-09-20|2|102|1|1
2020-12-13|5|18|3|2
2020-12-05|4|26|3|2
2020-12-20|7|11|4|4
2020-12-18|4|13|4|2
2020-08-03|3|150|1|1
2020-11-12|7|49|1|4
2020-11-03|3|58|1|1
2020-12-06|5|25|3|2
2020-12-08|6|23|3|3
2020-12-10|6|21|3|3
2020-07-22|1|162|1|1
2020-12-29|10|2|5|5
2020-12-17|10|14|4|5
2020-10-04|2|88|1|1
2020-12-01|5|30|2|2
2020-10-27|5|65|1|2
2020-11-28|4|33|2|2
2020-11-06|7|55|1|4
2020-12-16|6|15|4|3
2020-06-21|2|193|1|1
2020-11-19|5|42|2|2
2020-10-25|5|67|1|2
2020-11-13|3|48|1|1
2020-12-18|9|13|4|5
2020-12-29|15|2|5|5
2020-12-01|3|30|2|1
2020-12-01|6|30|2|3
2020-12-29|5|2|5|2
2020-10-31|6|61|1|3
2020-12-03|2|28|2|1
2020-11-20|4|41|2|2
2020-12-02|2|29|2|1
2020-11-17|8|44|2|4
2020-11-21|2|40|2|1
2020-12-27|15|4|5|5
2020-12-12|6|19|3|3
2020-12-18|5|13|4|2
2020-12-05|4|26|3|2
2020-12-09|5|22|3|2
2020-12-14|8|17|3|4
2020-12-07|8|24|3|4
2020-12-24|8|7|5|4
2020-12-29|5|2|5|2
2020-11-17|4|44|2|2
2020-12-22|11|9|4|5
2020-11-11|8|50|1|4
2020-11-30|5|31|2|2
2020-08-08|2|145|1|1
2020-12-19|10|12|4|5
2020-12-30|9|1|5|5
2020-12-04|8|27|2|4
2020-11-14|3|47|1|1
2020-11-14|7|47|1|4
2020-12-27|6|4|5|3
2020-11-15|11|46|2|5
2020-12-11|6|20|3|3
2020-12-12|10|19|3|5
2020-12-13|3|18|3|1
2020-12-28|3|3|5|1
2020-12-20|4|11|4|2
2020-12-20|4|11|4|2
2020-12-25|4|6|5|2
2020-10-23|4|69|1|2
2020-12-05|6|26|3|3
2020-12-05|5|26|3|2
2020-08-26|3|127|1|1
2020-11-17|9|44|2|5
2020-12-27|7|4|5|4
2020-12-05|5|26|3|2
2020-12-10|6|21|3|3
2020-12-30|7|1|5|4
2020-10-12|6|80|1|3
2020-12-05|8|26|3|4
2020-07-22|2|162|1|1
2020-12-13|4|18|3|2
2020-12-27|6|4|5|3
2020-12-01|3|30|2|1
2020-12-06|11|25|3|5
2020-10-19|8|73|1|4
2020-11-29|3|32|2|1
2020-12-20|7|11|4|4
2020-12-14|8|17|3|4
2020-11-22|4|39|2|2
2020-10-12|3|80|1|1
2020-12-16|9|15|4|5
2020-12-20|8|11|4|4
2020-09-21|7|101|1|4
2020-12-05|10|26|3|5
2020-12-21|8|10|4|4
2020-11-17|4|44|2|2
