itemID|brand|feature_1|feature_2|feature_3|feature_4|feature_5|categories|categories_level_2|item_replenishment_rate_nov|categories_replenishment_rate_nov|item_replenishment_rate_dec|categories_replenishment_rate_dec
4232|598|4|1|491|0|66|[1807]|[1072]||0.11046666598527113||0.12465251580925525
9860|598|4|1|491|0|66|[1807]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
15336|239|4|1|452|0|12|||0.0||0.0|
26013|1237|10|1|484|3|101|||0.0||0.0|
25566|239|4|1|452|0|12|||0.0||0.0|
19233|1237|10|1|484|3|101|[1608]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
30464|239|4|1|462|0|10|||0.0||0.0|
24529|239|4|1|462|0|10|[3827, 2269]|[1825, 366]|0.16666666666666666|0.04552948978182655|0.2857142857142857|0.049024534467787415
23188|239|4|1|462|0|10|[3827, 2269]|[1825, 366]|0.0|0.04552948978182655|0.0|0.049024534467787415
21393|368|1|1|474|3|78||||||
22819|239|4|1|462|0|10|||0.0||0.0|
27720|239|4|1|462|0|10|||0.0||0.0|
26970|227|4|1|491|0|66|||1.0||1.0|
26024|227|4|0|491|0|66|[1807]|[1072]|0.2|0.11046666598527113|0.2|0.12465251580925525
19595|1496|4|0|291|0|44|[3652, 30, 1060, 3268, 2104, 3935, 3936, 3937]|[3936, 3937, 1682, 1557, 2364, 1565, 3935]|0.02857142857142857|0.07153315529290456|0.02631578947368421|0.07902577342044566
2392|315|10|3|509|0|132|[667]|[3189]|0.0|0.09144368793907605|0.0|0.10487751374720032
25501|622|4|1|487|3|66|||0.0||0.0|
29683|1445|3|0|-1|-1|-1|[664, 2209, 669, 1760, 1667, 3283, 3915]|[2209, 2762, 3915, 1840, 3283, 2231, 2012]|0.025157232704402517|0.09510993794045627|0.024793388429752067|0.10348730785903888
18084|1383|10|0|503|0|17|[2833, 1083, 2325]|[275, 965]|0.07142857142857142|0.08955942740200978|0.06666666666666667|0.09928532314011966
21573|398|4|0|491|3|66|[1807]|[1072]|0.19047619047619047|0.11046666598527113|0.17391304347826086|0.12465251580925525
13420|939|4|1|469|0|-1|||0.0||0.0|
7610|239|4|1|462|0|10|||0.0||0.0|
819|1006|4|1|491|3|11|[3138]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
31771|239|4|1|462|0|10|[3827, 3838]|[1825, 366]|0.0|0.04552948978182655|0.0|0.049024534467787415
9911|1111|4|0|82|3|66|[3900, 3901, 3902, 3903, 3910, 383, 1886]|[3910, 1062, 3900, 3901, 3902, 3903]|0.25|0.055067050419480755|0.2857142857142857|0.06300939678210087
252|979|4|0|484|3|16|[2473, 3900, 3905, 1816, 2209, 3226]|[3905, 2209, 621, 1072, 2364, 3900]|0.0|0.07297513783638115|0.0|0.08292587090743815
7674|242|10|1|503|0|1|[146, 1138]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
9634|979|4|0|484|3|66|[2470, 3900, 3905, 1816, 2209]|[3905, 2209, 1072, 2364, 3900]||0.07673989756628344||0.08732005606337259
11435|979|4|0|487|3|66|[914, 2473, 3900, 3905, 2808, 1816, 2209]|[3905, 2209, 2793, 1072, 2364, 3900]|0.5|0.07771172868576064|0.25|0.08782254737269524
14289|734|10|0|521|3|45|[2733, 1688, 985, 3610, 1007]|[252, 2364, 1677, 519]|0.023809523809523808|0.08355509888342265|0.041666666666666664|0.09187550804327842
20693|1250|4|1|462|0|10|||||0.0|
14790|622|4|1|491|3|66|||||0.0|
26906|765|4|0|497|0|177|[1591, 2312, 1283]|[1666, 3330, 959]|0.25|0.09777798547437629|0.3333333333333333|0.10849312926782632
337|765|4|0|497|0|177|[1591, 1283]|[3330, 959]|0.10526315789473684|0.10753394496654463|0.09523809523809523|0.11902015755684997
27223|1278|8|2|468|0|-1|[3024, 3938]|[1682, 3938]|0.0|0.039988502171741165|0.0|0.044268613000905746
31823|765|4|0|497|0|177|[1591, 1283]|[3330, 959]|0.029411764705882353|0.10753394496654463|0.02631578947368421|0.11902015755684997
8290|765|4|0|497|0|-1|[1591, 1283]|[3330, 959]|0.14285714285714285|0.10753394496654463|0.14285714285714285|0.11902015755684997
4469|1383|10|1|503|0|186|||0.0||0.0|
4646|561|6|0|495|0|117|[2136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
22253|437|4|2|491|3|144|[1807]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
13811|979|4|0|484|3|66|[3901, 3900, 3905, 3910, 1816, 2473, 2209]|[3905, 2209, 3910, 1072, 2364, 3900, 3901]|0.0|0.06952655672819152|0.0|0.07948323680819742
2393|239|4|1|462|0|10|[3827, 3838]|[1825, 366]|0.0|0.04552948978182655|0.0|0.049024534467787415
615|239|4|1|462|0|10|[3827, 3838]|[1825, 366]|0.0|0.04552948978182655|0.0|0.049024534467787415
26890|265|4|1|491|3|66||||||
2409|979|4|2|485|3|66|[2470, 3900, 3905, 1608, 1816, 2209]|[3905, 2209, 1072, 2364, 3900]|0.3333333333333333|0.07673989756628344|0.25|0.08732005606337259
10319|239|4|1|462|0|10|[3827, 3838]|[1825, 366]||0.04552948978182655|0.0|0.049024534467787415
9323|1232|4|0|358|0|117|[2295]|[2793]|0.0|0.08257088428314657|0.0|0.09033500391930849
599|10|9|1|514|0|-1|||0.0||0.0|
4309|533|4|1|466|0|-1|[316]|[1543]|0.0|0.0478014174692744|0.0|0.04963073132875501
30852|1232|4|0|358|0|117|[2295]|[2793]|0.18461538461538463|0.08257088428314657|0.16049382716049382|0.09033500391930849
30942|1232|4|0|358|0|117|[2295, 1763]|[2793, 1763]|0.0|0.10388053125690319|0.0|0.11404882843311558
31932|624|6|1|481|0|15|||0.0||0.0|
17464|1300|10|1|503|0|122|[2005, 74, 1000, 3941]|[3056, 3941, 1559]|0.0|0.08802867660325171|0.0|0.10061155824374908
25550|397|10|2|515|3|39|[1176, 536, 1361]|[252, 519]|0.0|0.09123424198429686|0.0|0.1018741994152077
10223|397|10|1|491|3|38|[1920, 1807, 3907, 3942, 3932]|[3907, 3942, 1072, 1682, 3932]|0.0|0.12993460259740944|0.0|0.153369539792305
7705|1156|10|1|491|3|152|[3775, 1807, 3943]|[1072, 2012, 3943]|0.14285714285714285|0.12409369801206675|0.14285714285714285|0.13238332429583408
10583|217|4|2|491|3|66|[3900, 3901, 3905, 3902, 3903, 3916]|[3905, 3916, 3900, 3901, 3902, 3903]||0.04879558730879117|0.0|0.05742240089619032
15396|239|4|1|462|0|10|||0.0||0.0|
5762|77|6|1|484|0|144|[1225]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
21357|1452|10|1|534|3|45|[1045]|[3617]|0.0|0.05636658736930356|0.0|0.058875774622569356
22644|379|4|1|490|0|144|||0.0||0.5|
14008|322|10|1|536|0|19|||0.0||0.0|
7257|207|4|0|28|0|175|[813, 3949]|[2012, 3949]|0.03225806451612903|0.11367664551722756|0.02702702702702703|0.12293117575399856
23945|207|4|0|28|0|175|[813, 3949]|[2012, 3949]|0.1794871794871795|0.11367664551722756|0.1702127659574468|0.12293117575399856
14611|239|4|1|462|0|10|||0.0||0.0|
1259|207|4|0|28|0|175|[813, 3949]|[2012, 3949]|0.07142857142857142|0.11367664551722756|0.06666666666666667|0.12293117575399856
27970|239|4|1|462|0|10|||0.0||0.0|
4847|230|4|0|39|0|21|[327, 3920, 3922]|[3920, 3922, 2012]|0.5454545454545454|0.13173444775830453|0.5833333333333334|0.14173370789812076
16267|239|4|1|462|0|10||||||
10829|64|6|1|207|0|45|||0.0||0.0|
5398|64|4|1|455|0|174|[1373, 344, 2888]|[1825, 1677, 366]|0.0|0.04983338311519738|0.0|0.05349173910878711
21550|1156|4|1|495|0|33|||0.09090909090909091||0.08333333333333333|
28821|495|6|1|507|0|122|[3529, 2428]|[298, 678]||0.046308134639683536||0.054731820372123235
9409|1156|4|1|495|0|33|[2136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
25598|495|6|1|507|0|122|||0.0||0.0|
1791|381|4|1|487|0|-1|||0.0||0.0|
20576|1156|4|1|495|0|33|||0.0||0.0|
27298|1156|4|2|34|0|33|[3775, 3950, 3929]|[3929, 2012, 3950]|0.0|0.060374162195320456|0.0|0.06460024706891694
788|1156|4|1|495|0|33|||0.0||0.0|
21015|1156|4|1|495|0|33|||||0.0|
31178|378|4|0|401|3|44|[2580, 2502, 3051, 169, 1879, 2612, 3668, 2547, 3047, 2738, 3514, 2259]|[2364, 1559, 519]|0.09090909090909091|0.08893384308439269|0.20833333333333334|0.09873189232326991
4448|219|4|1|536|0|144|[3278]|[34]|1.0|0.07353376764861842|1.0|0.08079304508088073
9436|1158|10|2|503|0|17|[2833, 2325]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
16445|888|4|0|76|0|53|[1158, 855, 480, 3281, 3952]|[3952, 2346, 2012, 2364]|0.022222222222222223|0.0938975325683058|0.034482758620689655|0.10346085779985083
29978|839|4|1|96|3|44|[136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
12927|839|4|1|96|3|44|[136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
4923|839|4|0|96|0|44|[136]|[1072]|0.21052631578947367|0.11046666598527113|0.19047619047619047|0.12465251580925525
8839|1194|10|1|502|0|126|[3310]|[3189]|0.0|0.09144368793907605|0.0|0.10487751374720032
21375|615|4|0|100|3|66|[2469]|[1072]|0.13725490196078433|0.11046666598527113|0.24561403508771928|0.12465251580925525
32767|127|10|0|207|0|84|[74, 3941]|[3056, 3941]|0.0|0.09617476668867808|0.0|0.11023153955133357
28819|127|10|2|207|0|84|[74, 3953, 3954]|[3056, 3953, 3954]|0.043478260869565216|0.06150200942949916|0.06896551724137931|0.06791266099594499
16343|1383|10|0|509|0|-1|[667]|[3189]|0.125|0.09144368793907605|0.1|0.10487751374720032
31990|453|4|1|458|0|-1|[2927, 3783, 478]|[3616, 2006]|0.0|0.1526392509181757|0.0|0.16489534114116813
20145|756|10|0|398|0|87|[2256, 41, 1518]|[370]|0.23809523809523808|0.12328749182527994|0.24|0.13232263734129843
4985|523|6|1|503|0|186|[3900, 3901, 3902, 3903, 411]|[275, 3900, 3901, 3902, 3903]|0.0|0.05395122684260408|0.0|0.06278379704478355
16538|523|6|0|503|0|184|[3900, 3901, 3902, 3903, 1229]|[275, 3900, 3901, 3902, 3903]|0.0|0.05395122684260408|0.0|0.06278379704478355
15809|453|4|1|458|0|-1|[2927, 3783, 3768, 478]|[3616, 2364, 2006]|0.0|0.13286308120650306|0.0|0.14370605574474934
20808|323|10|3|468|3|132|||0.0||0.0|
30109|303|4|0|468|0|108|[3024, 3907, 3955, 3956]|[3955, 1682, 3907, 3956]|0.06060606060606061|0.0866627365701092|0.10810810810810811|0.09759824413693581
11979|598|4|1|484|0|66|||0.0||0.0|
4376|1323|4|1|456|0|-1|||0.0||0.0|
23676|453|4|1|458|0|-1|[2927, 3783, 478]|[3616, 2006]|0.0|0.1526392509181757|0.0|0.16489534114116813
18744|1433|4|0|386|0|16|[614]|[2793]|0.04|0.08257088428314657|0.1|0.09033500391930849
81|1416|10|1|465|0|133|[1425, 2878]|[432, 1677]|0.0|0.04506233033607385|0.0|0.048167776264804195
12137|523|10|0|503|0|17|[3900, 3901, 3902, 3903, 1184]|[275, 3900, 3901, 3902, 3903]||0.05395122684260408||0.06278379704478355
26808|1416|10|1|465|0|133|[3004]|[432]||0.031683490890208665||0.03390940413882188
13586|879|4|0|474|0|-1|[2402, 3223, 2163]|[2346, 1677]|0.0|0.06526081679633602|0.0|0.07109002073322958
5044|796|6|1|491|3|46||||||
334|1492|4|1|491|3|66|[2203, 2716, 805]|[1072, 2793, 2364]|0.2222222222222222|0.09544943068385851|0.2727272727272727|0.10543833489349182
12095|993|4|0|282|0|66|[662, 281]|[2364, 2006]|0.06521739130434782|0.1271138841374469|0.07547169811320754|0.1379521125296345
10837|993|4|0|282|0|66|[662, 281, 1513]|[2364, 2006, 2231]|0.125|0.11270487241547217|0.13333333333333333|0.12220827031970438
4874|453|4|0|458|0|-1|[2927, 3783, 478]|[3616, 2006]|0.5|0.1526392509181757|0.3333333333333333|0.16489534114116813
31630|453|4|0|458|0|-1|[2927, 3783, 3768, 478]|[3616, 2364, 2006]|0.0|0.13286308120650306|0.0|0.14370605574474934
7190|186|6|0|207|0|17|[74, 3957]|[3056, 3957]|0.08838383838383838|0.06774589587190286|0.10526315789473684|0.06987183328212654
7228|1371|4|1|514|0|187|[1098, 849]|[252, 519]|0.11764705882352941|0.09123424198429686|0.1|0.1018741994152077
30977|249|10|1|503|0|17|[3683, 146, 1085, 1138]|[2928, 275, 2364, 965]|0.0|0.08738753230454673|0.0|0.09659731663970204
32143|105|6|1|495|3|-1|||0.0||0.0|
23181|1416|10|1|465|0|133|[260]|[432]|0.0|0.031683490890208665|0.0|0.03390940413882188
25048|221|6|2|500|3|116|[1021]|[422]||0.03230228521707159||0.03655971236999033
29485|105|6|1|495|3|-1|[1807]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
24850|363|4|0|506|3|-1|[3755, 702]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
22541|342|6|1|181|0|17|[585, 3960]|[3056, 3960]|0.0|0.06702578812973446|0.0|0.07587335711050698
4675|105|6|1|495|3|-1|||0.0||0.0|
9608|75|6|1|495|0|146|[2136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
16763|615|4|0|487|3|16|[1807]|[1072]|1.0|0.11046666598527113|0.6|0.12465251580925525
158|342|6|0|181|0|17|[585, 3960]|[3056, 3960]|0.13333333333333333|0.06702578812973446|0.16666666666666666|0.07587335711050698
26609|664|10|2|505|0|126|||0.0||0.0|
26018|1126|10|3|533|0|45|[2194, 3029, 3928, 3903, 3910, 1045]|[3617, 3910, 3928, 2364, 3903]|0.0|0.061079360650884276|0.0|0.07035117796927194
13358|1126|10|2|533|0|45|[2194, 3029, 3928, 3903, 3910, 1045]|[3617, 3910, 3928, 2364, 3903]|0.0|0.061079360650884276|0.0|0.07035117796927194
355|105|6|1|495|3|146|[2136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
3031|1126|10|0|533|0|45|[1045, 2194, 3029]|[3617, 2364]|0.0|0.0748386645762307|0.0|0.08010162978724056
8263|5|4|1|491|0|66|||0.0||0.0|
31821|342|4|2|102|0|144|[1402, 1849]|[3288, 875]|0.0|0.09237617254270661|0.0|0.1103203871533445
31803|966|10|1|27|3|147|[2826, 813, 1390, 1760, 3915, 3914, 3961]|[2762, 3915, 3914, 1840, 3961, 2012]|0.1076923076923077|0.11504450218974412|0.13286713286713286|0.12417806949190818
20945|966|10|0|27|3|147|[813, 1390, 1760, 1667, 3915, 3914, 3961]|[2762, 3915, 3914, 2231, 3961, 2012]|0.22488038277511962|0.11327563758698245|0.2170212765957447|0.12234674092680926
22143|5|4|1|491|0|66|||0.0||0.0|
4245|406|6|2|502|0|124|[3639]|[3860]|0.0|0.053146732236848335|0.0|0.06011547943621504
13556|449|4|0|535|3|105|[2629, 3028]|[2920, 2793]|0.07142857142857142|0.09861275372136596|0.05263157894736842|0.10625241744992692
3631|406|6|2|502|0|124|[3916, 983]|[3916, 1735]|0.0|0.0519786354579978|0.0|0.055193253461192845
7459|1338|4|3|487|3|81|[914, 3530, 3903, 3916]|[1072, 2793, 3916, 3903]|0.2|0.07189979470208584|0.2|0.0801046627815693
29401|449|4|0|535|3|105|[2629, 3028]|[2920, 2793]|0.13513513513513514|0.09861275372136596|0.13043478260869565|0.10625241744992692
10820|1111|10|1|487|3|152|[2951]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
25654|322|6|1|536|0|46|[2756]|[34]||0.07353376764861842|0.0|0.08079304508088073
30633|569|4|0|22|0|151|[545, 3586, 3962, 3963]|[3962, 3963, 2012]||0.0939949226111811||0.1100887201458477
6357|569|4|0|22|0|151|[1032, 3962]|[3962, 2012]|0.10810810810810811|0.09291679867407956|0.10256410256410256|0.10687049130104626
20469|993|10|0|197|3|122|[74, 3964]|[3056, 3964]|0.0625|0.05417654856391006|0.05714285714285714|0.08067561761942071
13360|342|10|1|181|0|84|[585, 2731, 21, 3965]|[3056, 298, 3965, 678]|0.0|0.04934994815595625|0.0|0.05864555939975752
19591|342|10|0|181|0|132|[585, 2731, 1459, 3965]|[3056, 298, 3965, 678]|0.030303030303030304|0.04934994815595625|0.07894736842105263|0.05864555939975752
32356|366|6|0|498|0|13|[2035, 2691, 862]|[2346, 2364]|0.0|0.08269560279694543|0.05555555555555555|0.0905406890137922
2413|671|10|1|340|0|84|[562, 2389, 141, 1701]|[2346]|0.0|0.072080463810733|0.0|0.07975389307567264
29939|1368|10|3|341|3|126|[1212, 3155, 3916]|[3288, 2346, 3916]|0.0|0.07032516973525547|0.0|0.07969208018563743
29785|342|6|0|181|3|116|[585, 3966]|[3056, 3966]|0.038461538461538464|0.09119872469126569|0.06896551724137931|0.10152286806960292
4843|19|10|1|502|3|45|[2005, 1000, 3310, 3941, 3424, 2995, 2119]|[3941, 1735, 3056, 3189, 1559]|0.5|0.08218688122908334|0.5|0.09327793578088608
7783|1010|10|0|522|0|29|[2790, 1203]|[2364, 422]|0.0|0.06280651350011472|0.0|0.06894359866095104
26351|19|10|1|502|3|178|[3310, 3639, 3967, 2995]|[3860, 3189, 3967]|0.0|0.08261652473877613|0.0|0.08822978315290635
22279|150|10|2|491|0|101|[1729]|[600]|0.0|0.06619436121784301|0.0|0.07046123894113837
24462|105|6|1|495|3|-1|[1617, 2312]|[1072, 1666]|0.0|0.09436636623765536|0.0|0.10604579424951716
5306|564|6|0|495|0|33|[3900, 3910, 3903, 2136]|[1072, 3900, 3910, 3903]|0.125|0.06558799118637089|0.1111111111111111|0.07555115430678161
7713|1073|10|0|503|2|9|[1772, 3968]|[3968, 1682]|0.0|0.08245911579958543|0.0|0.08665416436211634
27259|322|6|1|536|0|46|[1221]|[34]|0.0|0.07353376764861842|0.0|0.08079304508088073
5383|362|4|1|455|3|166|||0.0||0.0|
21069|175|6|1|496|0|33|[2136]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
29318|810|10|1|507|0|17|[3858, 2091, 2632]|[298, 2364, 678]|0.16666666666666666|0.06197567035417498|0.16666666666666666|0.07026370856538607
29277|127|10|0|519|0|8|[3639, 1949]|[2793, 3860]|0.06521739130434782|0.06785880825999746|0.05555555555555555|0.07522524167776176
21960|31|4|1|487|0|44|[3138]|[1072]|0.3333333333333333|0.11046666598527113|0.3333333333333333|0.12465251580925525
24135|77|6|1|491|0|117|[1807]|[1072]|0.5|0.11046666598527113|0.25|0.12465251580925525
17922|783|10|0|502|3|45|[2833, 3779]|[275, 965]|0.05263157894736842|0.08955942740200978|0.07142857142857142|0.09928532314011966
15702|167|4|1|467|0|-1|[464, 3901]|[3752, 3901]|0.0|0.04155155375910315|0.0|0.0454129067152398
31291|19|10|2|522|3|17|[3817, 2790, 3670, 1793]|[422, 2231]|0.0|0.05809456709429714|0.0|0.06364014913491725
6625|622|6|2|491|3|117|||0.0||0.0|
5402|1111|4|0|487|0|144|[2751, 3138]|[1072, 2364]|0.07692307692307693|0.10188870388421449|0.06666666666666667|0.1129900003805835
10602|1111|4|0|487|0|144|[699, 2751, 3138]|[1072, 2364]|0.23076923076923078|0.10188870388421449|0.27586206896551724|0.1129900003805835
26465|1073|10|0|503|2|9|[1772, 3968]|[3968, 1682]|0.0|0.08245911579958543|0.0|0.08665416436211634
19415|580|5|1|514|0|-1|[1098, 3265]|[252, 519]||0.09123424198429686||0.1018741994152077
2|464|4|1|484|0|66|||0.0||0.0|
